new_message1,label
Wox now has an option to <iden> <iden> when the focused <iden> is topmost . This will <iden> not only the main Wox <iden> but also <iden> <iden> . ~ < <iden> > edited ~ User settings entry added ~ Checkbox added to <iden> tab ( as well as its events ) ~ <iden> entries added for < en > / ru,0
Fixed commit # 334 multiple SelectionChanged firing,0
close settings with esc,0
fix tab populating in settings ( fixes # 291 ),0
Update < <iden> > . md,0
Recover <iden> count .,0
The <iden> badge is useless,0
Update < <iden> > . md download badges is not working .,0
Update link for badges,0
Add <iden> count,0
Add a <iden> badge to <iden>,0
Remove . net 4 compability,0
fixup,0
Update demo,0
Fix leave open option for cmd plugin Add `` Wait for a key press before closing `` option . See # 141 for more info .,0
Stripped < <iden> > of unneeded p / invoke methods,0
- Removed <iden> . It is no <iden> needed for the plugin . - Added < <iden> > for invocation calls .,0
Bugfix for issue # 397 Wallpaper is not cached in Wox ' s memory , so that the <iden> file remains unlocked,0
Bugfix for # 404 When opening containing <iden> for ` * . lnk ` that can not be <iden> to a file name , the <iden> containing the ` . lnk ` will be opened .,0
Fixup missing reference,0
delete junk,0
Messages should now display correctly on high dpi devices : now using Device Aware Pixels too .,0
Added Pixel to <iden> <iden> Pixel transformation to < <iden> > <iden> <method_name> and <method_name> will use DIP when searching for the center of the <iden>,0
Remove https link to <iden> due to ssl certificate expired Fix # 421,0
change https to http becuase the SSL has expired,0
Upgrade json <iden>,0
Update < <iden> > . md,0
Fix duplication of tray icons Fix # 413,0
Disable blur when os is not supported Releated : # 330,0
Fix <iden> Fix # 385,0
Fix <iden> <link>. blogspot . ie / 2015 / 10 / wpf - applicationcurrentfindresource - and . html,0
Refresh UI after change font,0
Use opacity to set blur releated : # 330,0
Misc,0
Refactoring blur <version> blur , see discussion in : 7f8bb80 <version> issue : # 330,0
Better mutex cleanup,0
Fix < Wox > <iden> by wait <method_name> to be released Fix bug in 24866ff032829e9bd34704d3d5970d227a4c8db<version> existing <method_name> to release itself instead of create a new one . Relate issue : # 322,0
Misc,0
Add solution level < <iden> > file , and bump version <version> solution level < <iden> > file <version> <iden> version <version> # 324,0
add fr to <iden>,0
add french locale & xaml,0
Update < <iden> > . md,0
Add more badges .,0
Misc IDE Misc,0
Update faq for how to report bugs,0
Manually <iden> is no longer needed . 24866ff032829e9bd34704d3d5970d227a4c8db3 fix the <iden>,0
Fix Wox <iden> <version> <iden> <version> some windows forms methods <version> <iden> inteperlation and delete hard coeded new line char should fix # 322,0
Updated spelling and grammar,0
Fix <iden> Command plugin <version> error code handle for 39191a55187a36141bff42fcaf803135c0fe0b3c <version> WPF <iden> <version> postion / window handle for 39191a55187a36141bff42fcaf803135c0fe0b3c,0
* Moved everything to dev branch - Sorry for the trouble,0
Update < <iden> > URLs based on HTTP redirects,0
Updated google search logo,0
Add equality checking for old keyword and new keyword,0
Fix `` The type initializer for ' System . Windows . Application ' threw an exception . ``,0
Fix some unresolved reference for xaml,0
Fix web <iden> icon part of # 384 bug introduced in 38cc115c1f9e1efbb2256f6e88168493797adb5c,0
Fix incorrect fuzzy match result for <iden> plugin Fix # 270,0
Fix the order of everything results Try to fix # 381,0
Temp fix for < CMD > hotkey,0
Fix missing dll for CMD plugin <version> # 382 <version> of # 387,0
Better error log,0
Fix output path for Wox . Core,0
Fix unhandled <iden>,0
Update faq for how to <iden> <method_name>,0
Changed <iden> ( int32 ) < Theme > setting to <iden> ( boolean ) : - Exposed a new function `` <method_name> `` in < <iden> > that handles the blur . - Deleted < <iden> > and < Test > themes - Changed <iden> and < Base > themes according to changes,0
Black and White <iden> updated and staged,0
* forgot to stage files on last commit,0
Applying theme before actually setting the theme accent . UserSettingStorage now stores current theme accent mode . <iden> : Added a bunch of them . Testing what works .,0
Reversing <iden> Blur call and settings window modification Added <iden> to < Base > theme,0
<iden> : <iden> set to True < <iden> > : Added <iden> handling SettingsWindow : Added combobox with <iden> selector to Theme tab ( not functional yet ) <iden> : Added entries for <iden> colors ( all are in english for now ) [ TEMP ] Blur and <iden> <iden> experiments [ TEMP ] blur set in mainwindow on load .,0
Remove outdated <iden> downloads,0
Fix <iden> bug introduced since e037e88,0
Fix icon path for Web Search plugin,0
Fix setting for <iden> <iden> <iden> 1 . <iden> rewrite the <iden> <iden> setting logic . <version> setting for <iden> <iden> <iden> in # 352 <version> setting for Web <iden> <iden>,0
Move <iden>,0
Typo,0
fix a null pointer issue,0
use caculated score for sys plugin item,0
Update readme,0
Update readme Because of the ongoing refactoring , the doc is outdated .,0
Update readme,0
Fix progress bar Bug introduced in 9962ddf2ed80a00036ebdb2965429675c4355472,0
Fix query <iden> for the new result panel,0
Refactoring for PR # 499 , part 2,0
Refactoring for PR # 499 , part 1,0
Remove yoda conditions part of refactoring for PR # 494,0
Remove redundant code,0
removes < <iden> <method_name> er > . cs,0
updates < <iden> > visibility bindings to use <iden> . <iden> . <iden> instead of bool,0
adds <iden> . <iden> . <iden> extension methods to validates if current value is <iden> or not,0
<iden> redundant code <version> this <version> property <iden> be only 1 line <version> <version> of refactoring for PR # 494,0
Misc part of refactoring for PR # 494,0
<iden> - > <iden> , part 2 part of refactoring for PR # 494,0
ResultItem - > Result , part 1 part of refactoring for PR # 494,0
<iden> - > <iden>,0
<iden> - > <iden> part of refactoring for PR # 494,0
<method_name> - > < <method_name> > , part 2 part of refactoring for PR # 494,0
ResultPanelViewModel - > ResultsViewModel , part 1 part of refactoring for PR # 494,0
<method_name> - > < <method_name> > , part 2 part of refactoring for PR # 494,0
<iden> - > <iden> , part 1 part of refactoring for PR # 494,0
Misc part of refactoring for PR # 494,0
<iden> - > <iden> , part 2 part of refactoring for PR # 494,0
ResultItem - > Result , part 1 part of refactoring for PR # 494,0
<iden> - > <iden>,0
<iden> - > <iden> part of refactoring for PR # 494,0
<method_name> - > < <method_name> > , part 1 part of refactoring for PR # 494,0
ResultPanelViewModel - > ResultsViewModel , part 1 part of refactoring for PR # 494,0
<method_name> - > < <method_name> > , part 2 part of refactoring for PR # 494,0
tmp rename,0
ResultPanel - > ResultListBox , part 1 part of refactoring for PR # 494,0
Delete unnecessary file part of refactoring for PR # 494,0
Try to fix the problem that the designer preview is empty,0
<iden> <method_name> Opened related events Since we are going to refactor plugin - UI interaction mechanism in the near future , we just keep current implementation as simple as possible .,0
Bug Fixing - The caret is not at the last of search text when switching back from context menu,0
Revert Hotkey from <iden> back to KeyDown event,0
Implement <method_name> and <method_name> methods for <iden>,0
Bug Fixing - <iden> is not implemented in < <iden> > If this property is not implemented , the Theme of selected search result won ' t take effect .,0
Add support for design time <iden> binding Add this support to suppress the warning from Resharper,0
Fix UI Flickering issue,0
Refactor according to MVVM implementation,0
Remove unused code - <method_name> Event Handler - <iden> Handler - <method_name> method,0
Remove unused code,0
Fix dependency bugs,0
Support for Sys Tray Icon,0
Implement the support for shortcut key,0
<iden> unused code and add required code for MVVM,0
Comment out code for later update,0
Refactor < <method_name> > / ResultItem with MVVM,0
Refactor < <method_name> > with MVVM - Add MVVM structure ( < <iden> > ) - Create <iden> for < <method_name> > - Refactor < <method_name> > . xaml to support MVVM - Move PublicAPI implementation from < <method_name> > to <method_name>,0
Fix websearch plugin query content,0
Fix `` NoTranslation `` bug for plugins <version> # 475 <version> <method_name> , part of # 468 <version> introduced since 1f939ff3,0
fix typo,0
refs # 485 * Add more Japanese support,0
refs # 484 * Add japanese Support . * I add following <iden> file * <iden> / < Wox > . <iden> . <iden> / <method_name> s / < ja > . xaml * < Wox > / <method_name> s / < ja > . xaml,0
comment fix,0
Refactoring directory path for plugins,0
Refactoring directory path for misc,0
Refactoring directory path for <iden> plugin,0
Refactoring <iden> path for <iden>,0
Merge language and theme into resource folder,0
Refactoring directory path for UI resource,0
Refactoring directory path for storage,0
Fix missing using directive,0
Add executable directory path,0
ReSharper : remove redundant code,0
Fix accident bug,0
remove roslen cache,0
merge ' <iden> ',0
Fix using for Release build,0
Optimize using,0
Replace <method_name> with Task + Async,0
Remove unused files,0
Update score when titles are same,0
Changed line endings for translation files to CL from CRLF,0
Now checks if path has trailing slash before adding a new one,0
Added trailing slash to saved folders action for <iden> plugin,0
Ignore < > <iden> < > <iden>,0
Including more web <iden> by default <version> # 376 <version> @ ishu3101,0
Remove unused file since ShellRun has been removed,0
Remove <method_name> <version> <method_name> using p / invoke <version> <method_name> when open contanning <iden> <version> # 88,0
<iden> should be empty when there is no <iden>,0
Fix UI <iden> under . net <version> <version> is part of . net <version> fix , check # 393 to see more <version> bug is introduced since commit df4ca3fecc9784a3b55f93806d8b2a662523056f,0
Fix color of selected item and mouse item This is part of . net <version> fix , check # 393 to see more,0
<iden> < build > <iden> 1 . <iden> <iden> generator from < build > <iden> <version> < build > <iden> to <iden> <iden> <method_name> name 3 . <iden> installer <iden> from <iden> <iden>,0
Fix crashes for context menu on empty query Fixed issue # 434 , thanks @ pieper126,0
rename,0
Fix <iden> name and move <iden> to % APPDATA %,0
use % APPDATA % <version> can ' t find < <method_name> > . ctor bug for <iden> introduced in c0889de1f9ae460b2cc189eb59e5bd90ddb7d17e <version> % APPDATA % for all data , part of # 389 <version>,0
Misc,0
Fix # 472 # 476 # 509 # 523 # 525 # 557 Fix numerous web <iden> plugin bugs,0
Move < <method_name> > to < < Wox > . <iden> > , part 2,0
Move ImageLoader to Wox . Infrastructure , part 1,0
Json : Overwriting <iden> of add to list <link>. com / questions / 29113063 / json - net - why - does - it - add - to - list - <iden> - of - overwriting,0
Use consistent new icons <link>. com,0
Fix bug introduced in 7c2e2a01c24627d2b05e64b1a32349b8bb256e19 by @ aaroncampf,0
Add <iden> info entry for all context menu,0
Misc,0
Fix # 483 Thanks @ wjcsharp to provide method,0
Fix progressbar loading,0
fix # 412 - use Task instead of <iden> - add <method_name> when updating result panel and executing query for all <iden>,0
Fix flashing bug introduced in 152a7d719b15b3fb4559bea09b378b963555fe45 part of # 565,0
Fix # 559 fix <iden> <iden>,0
Fix # 565 <version> resultlistbox visibility <version> # 565 <version> unused convertor,0
Add <iden> / <iden> <iden>,0
Update < <iden> > . md,0
fix # 570,0
Use <iden> when strat process As proposed in # 569,0
Fix uninitialized ui fix # 569,0
Fix suffixes converter , part 2 rename file,0
Fix suffixes converter , part 1 <version> # 568 , fix # 566 fix # 553 , fix # 559 <version> refactoring,0
Remove NLog schema from git,0
Refactoring < > <iden> < > 1 < > . < > use < > custom < > patched < > <iden> < > library < > <iden> < > 2 < > . < > fix < > memory < > leak < > on < > <iden> < > : < > 360mb < > - < > > < > 160mb < > when < > using < > vs15 < > debugger,0
Add custom patched pinyin library,0
Add <method_name> <link>. yinwang . org / blog - cn / 2015 / 11 / 21 / programming - philosophy,0
Use resharper <iden> nuget <iden>,0
Update < <iden> > . yml,0
Update READEME . md,0
Add Github <iden> for stable <iden> build,0
Add <iden>,0
Remove NLog schema from git,0
fix missing pinyin file,0
fixup ( bump library <iden> ),0
Refactoring < > <iden> < > 1 < > . < > use < > custom < > patched < > <iden> < > library < > <iden> < > 2 < > . < > fix < > memory < > leak < > on < > <iden> < > : < > 360mb < > - < > > < > 160mb < > when < > using < > vs15 < > debugger,0
Add custom patched pinyin library,0
Add <method_name> <link>. yinwang . org / blog - cn / 2015 / 11 / 21 / programming - philosophy,0
Use resharper <iden> nuget <iden>,0
Refactoring <iden> plugin to use parallel linq much master when use parallel,0
Use default thread pool settings,0
Misc,0
Refactoring image cache use parallel linq to preload <iden> , <iden> be faster,0
Rename , part 3,0
Rename . part 2,0
Rename , part 1,0
Stop everything before every build,0
Remove unused code,0
Remove instance logic for BinaryStorage and JsonStorage , part 2 <version> of # 389 <version> rename <version>,0
<iden> <iden> logic for < <method_name> > and < <iden> > , part 1 <version> of # 389 <version> refactoring,0
Load < <iden> > base on CPU architecture,0
Bump library version Fix # 538,0
Update < <iden> > . yml,0
Update READEME . md,0
Add Github <iden> for stable <iden> build,0
Add <iden>,0
Bump library <iden> Fix # 538,0
Add Chinese translation for <iden> resources,0
Use variable instead of <iden> <iden> <iden> <version> variable <version> of # 389 <version> <iden> suffix in <iden> <iden> <version>，代码重构火葬场,0
Rearrange query execution order <version> usage of Push <method_name> <version> query execution order <version> UserSetting dependency <version> instant query <version> backkeydown event <version> of # 389,0
Remove unused code,0
Kill < Wox > before <iden> build ref : <link>. com / questions / 2295454 / <iden> - wide - pre - build - event / <iden> # <iden>,0
Update < > git < > <iden> < > file,0
Add error info when file / application can ' t be open <version> # 492 <version> # 478,0
Fix dll has been blocked problems <version> # 536 <version> # 279 ref : <link>. <iden> . com / en - us / <iden> / <iden> ( v = vs . 110 ) . aspx,0
Remove unused code,0
Cleanup using Resharper,0
Bump nuget <iden> <iden>,0
Refactoring <iden> 1 . <iden> ItemDropEvent 2 . <iden> <method_name> s from API <version> <iden> menu item can ' t be opened ( # 535 ) , bug introduced from PR # 494 ( commit 45dbb50 ) <version> open <iden> command and load <iden> menu command back to < <method_name> > <version> load <iden> menu logic <version> performance enhancement and potential bug fixed,0
Fix position <version> `` Remember launch location `` , this was introduced since e7aa<version> # 511 <version> opening position ( # 510 ) , bug introduced from PR # 494 ( commit e7aa602 ),0
Refactoring < <iden> > <version> the sequence of <iden> of <iden> . <version> dictionary for <iden> , so code logic like ` . <iden> ( o = > o . ID = = id ) ; ` are removed <version> of # 389,0
made margins consistent,0
Refactoring <iden> 1 . <iden> ItemDropEvent 2 . <iden> <method_name> s from API <version> <iden> menu item can ' t be opened ( # 535 ) , bug introduced from PR # 494 ( commit 45dbb50 ) <version> open <iden> command and load <iden> menu command back to < <method_name> > <version> load <iden> menu logic <version> performance enhancement and potential bug fixed,0
Fix position <version> `` Remember launch location `` , this was introduced since e7aa<version> # 511 <version> opening position ( # 510 ) , bug introduced from PR # 494 ( commit e7aa602 ),0
Refactoring < <iden> > <version> the sequence of <iden> of <iden> . <version> dictionary for <iden> , so code logic like ` . <iden> ( o = > o . ID = = id ) ; ` are removed <version> of # 389,0
Emphasize the <iden> build,0
Misc,0
made margins consistent,0
spelling,0
grammar,0
cleanup english translation,0
Add issue template,0
Add German Translation Add German Translation to Core and Defaultplugins,0
<iden> harder coded text 1 . <iden> harder coded text , part of refactoring for PR # 494 2 . <iden> other arguments redundant,0
Refactoring,0
Fix textbox keyboard focusing,0
lang / < en > : enlint ( # 644 ),0
Misc,0
rename , part 2,0
rename,0
Misc,0
rename,0
Bring run <iden> functionality back # 636,0
Rename,0
fix # 625,0
Update < <iden> > . md,0
Misc,0
Fix # 620 , part of # 614,0
Misc,0
Log < > first < > change < > <iden>,0
Fixed # 586 - add option to hide main window on <iden> - Fixed # 586,0
fix download plugin,0
Fix # 608,0
Misc,0
Add auto updates gui option,0
Use system web proxy,0
Add <iden> to disable auto updates,0
fix <iden> <iden> + fix # 575 # 609,0
Update < <iden> > . md,0
use unified http method for <iden> installation + add more exceptions # 573 # 610,0
Log more update exceptions # 611,0
Update < <iden> > . md,0
Don ' t call init ( ) and constructor for <iden> <iden> part of # 351,0
Fix proxy for github update,0
Fix notify icon + move <iden> into <method_name>,0
Fix # 606,0
fix <iden>,0
Refactoring <iden> <version> into a separate class <version> unused nuget <iden>,0
Update < <iden> > . md,0
Update < <iden> > . md,0
Update < <iden> > . md,0
Add hello world <iden> example,0
Update < <iden> > . md,0
Update < <iden> > . md,0
Finally <version> ! ! ! !,0
ignore more files,0
remove commit number,0
fix ci,0
Misc,0
fixup,0
Remove <iden>,0
<iden> based <iden> <iden> is not <iden> in < <iden> > , not sure why,0
fixup,0
fixup ci,0
Misc,0
Add manually check updates option <version> check updates <version> get http <iden> to use async <version> some generic <iden> catch <version> unused code,0
Misc,0
move <iden> into msbuild,0
fix <iden> <iden>,0
Remove unused updater and <iden> line arguments,0
<iden> when restart,0
Installer + auto update on startup 1 . <iden> <version> check update on startup <version> start on next startup 4 . <iden> <iden> line <iden> which breaks <iden> <version> generate <iden> on continue integration,0
Refactoring <iden> <iden>,0
Misc,0
Move websearch images to % APPDATA %,0
Added solution for executable <iden>,0
fix tests,0
Update < <iden> > . md,0
rename <iden> main file , part 2,0
rename plugin main file , part 1,0
Cleanup proxy enable / disable , fix # 518,0
Allow open settings from main window context menu , fix # 519,0
Fix # 548,0
fix # 587,0
fix selected item part of # 412,0
<iden> <iden> + list is not <iden> safe,0
Focuses first textbox on load fix # 516 thanks @ staff0rd for idea !,0
Fix select result when there is no results part of # 412,0
Refactoring multithreading 1 . <iden> - > Task <version> <iden> 3 . <iden> unnecessory application . dispatcher . invoke <version> non - main <iden> access to <iden> collection <version> <version> of # 412,0
We don ' t need use ping to test website speed,0
temp hack for folder plugin <iden>,0
Fix default icon path when add new web search,0
Web <iden> suggestion is loaded async <version> is async <version> ping time of domain less than 300ms , then suggestion is still sync 3 . # 578 # 539,0
Update < <iden> > . md,0
Update < <iden> > . md,0
Update < <iden> > . md,0
fixup test code,0
Fix # 572,0
Add missing sdk files,0
Misc,0
Misc,0
Delete un <method_name> <method_name> s,0
Use existing installed <iden> <version> installed <iden> <version> <iden> to choose <iden> <iden> <version> py3 compability 4 . <iden> hello world <iden> example,0
Use existing < <iden> > , < dll > is loaded by platform fix # 574,0
fix missing image cache,0
Fix file associated icon,0
Refactoring Refactoring icon , part 2 <version> baidu , fix # 576 , # 582 <version>,0
Refactoring icon , part 1 , rename,0
Misc,0
<method_name> when exit <version> image cache <version> save when exit since destructor won ' t be <iden> <version> # 583 # 582 ( partially ) # 581 ( partially ) # 580,0
fixup,0
manually <iden> use appveyoe,0
fixup,0
Fix SearchSource editing when action <iden> is not changed ( # 856 ) * Fixed SearchSource edit * Remove temp var,0
fix # 813,0
<iden> plugin : remove complicated inheritance,0
move files,0
simple refactoring,0
Fix SearchSource editing when action <iden> is not changed ( # 856 ) * Fixed SearchSource edit * Remove temp var,0
fix # 813 # 823,0
add more <iden> info,0
fixup,0
Update < <iden> > . md,0
Hardcoded supported accents version 8 ( Windows 8 is <version> , Windows 7 is <version> ) . ( # 817 ) Added check before applying blur .,0
Fixed hide on startup problem ( # 852 ) * Fixed <iden> * Fixed tray icon not showing up and hiding properly,0
Create < da > . xaml Thanks for a great app - heres a danish translation !,0
Ramen Bless Your Repo,0
fix everything error text,0
fix bug introduced in 2a3bf727be1c8bc185f1b436893b1c4385d982ac,0
fix names,0
Add ability to configure <iden> <iden> <iden> <iden> ( # 718 ),0
Bring <iden> back <version> <iden> back , disabled in 56d08663410916df0a4e408da6e4af3d2a2722c0 <version> # 632 # 722 3 . <iden> : ctrl + H,0
Move < <iden> > <iden> <version> < <iden> > <iden> from < <iden> > to < <method_name> > <version>,0
move properties into models,0
Fix # 791,0
fixup,0
Temp fix for # 667 by add < wox > . py to <iden>,0
Fix python plugin bug introduced in d7399204,0
reformat,0
MVVM refactoring for web search plugin , part 2 1 . # 486 2 . <iden>,0
MVVM refactoring for web <iden> <iden> , part 1 1 . # 486 <version> # 778 # 763 # 742 <version> refactoring <version> IMultiple <method_name> <iden> , use < <iden> > <iden>,0
Refactoring proxy , part 2,0
Refactoring proxy , part 1,0
move nuget auto <iden> back not sure why I can ' t < <iden> > environment,0
Fix # 730 # 766,0
Fix # 762,0
fix # 749,0
Fix # 706 , bug introduced in 2a3bf727be1c8bc185f1b436893b1c4385d982ac,0
Added plugins Polish translations ( # 764 ),0
<iden> German translations ( # 759 ) - some changes after review from @ gappeh - update for # 505,0
refactor <method_name> . fix # 687 . ( # 712 ),0
update < > ignore < > file,0
Fixed languages files not included in build ( # 753 ),0
Update < <iden> > . md,0
Added <iden> <iden> ( # 750 ),0
fix # 751,0
Improved English translations ( # 748 ) * Improve English translation * Improve <iden> English translations,0
Update < zh - tw > . xaml ( # 725 ) Make some adjustment to Chinese Traditional term .,0
Update < <iden> > . md,0
fix progressbar animation , bug introduced in 2a3bf727be1c8bc185f1b436893b1c4385d982ac,0
add version number in installer , fix # 696,0
Fix # 705,0
fix # 695,0
fix # 690,0
Refactoring visibility related events <version> unnecessary events from < <iden> > <version> usage of <iden> api ( show , hide etc ) <version> space problem in # 660 <version> of # 486 <version> up / down key bug introduced in 92b7ca6a1bafd254e39ee92812ff691906cd85c1 <version> # 678,0
temp disable <iden> command,0
Remove redundant OnPropertyChagned,0
fixup,0
Add dutch translation ( # 683 ),0
misc,0
<iden>,0
More data bindings ( <iden> + <iden> ),0
Rename log file,0
fix # 665,0
<iden> for mainwindow,0
<method_name> and close for setting tab,0
misc,0
Databinding for proxy tab,0
Databinding for <iden> tab part of # 660,0
misc,0
remove unused code,0
remove tab selection,0
Databinding for theme tab,0
misc,0
misc,0
Databinding for <iden> tab + faster image load,0
misc,0
Refactoring for tab <iden> event,0
Databinding for <iden> tab,0
Introduce viewmodel for settingwindow,0
Misc,0
use propertychanged helper,0
rename,0
update translation,0
update < > <iden>,0
rename,0
fix # 608,0
fix # 628,0
Use Segoe UI # 655,0
Update < <iden> > . md,0
Refactoring error report <version> # 627 <version> # 646 <version> exceptionless,0
rename , part 1,0
fix # 655,0
fix # 461,0
fix null error when plugin doesn ' t set <iden> ( # 656 ),0
move <iden> <iden> to the <iden> of the list,0
<iden> : 看来我是对奇怪的大小写有种强迫症（,0
<iden> / everything / lang / < en > : enlint ( # 645 ),0
auto change log level,0
temp fix for slow <iden> query # 1017,0
add <iden> boundary to log,0
fix 0 init time record,0
speedup program load time,0
fix stopwatch logging type,0
refactoring <iden>,0
enhance <iden> logging,0
enhance lnk <iden> <iden> handling,0
fix <iden> null,0
reorganize methods,0
fix log logic,0
fix image,0
rewrite uwp by not using <iden> , <iden> <version> is not squarelogo44x44 <version> ' t get details info ( <iden> etc ),0
Update Themes URL link,0
Updated French Translation,0
update < > ignore < > file,0
update nuget package version,0
update nuget <iden> <iden>,0
added <iden> <iden> guide line,0
<version> version link bumped to <version>,0
fix typo,0
Corrected obvious error in the text in the template of Russian interface ( < ru > . xaml ),0
<iden> language was added to the main list of <iden>,0
Added new interface template ( < uk - UA > . xaml ) & was translated into the Ukrainian <iden>,0
comments,0
Fix non exe lnk for lnk like control panel . lnk , it has no <iden> and no exe <iden> .,0
fix uwp parts for # 964,0
partial fix for # 964,0
temp hack for <iden> <iden> <iden> <iden> # 198 e . g . mail and <iden> , skype video and <iden> <link>. com / Wox - <iden> / Wox / <iden> / 198 # <iden> - <iden>,0
Better logo handling for uwp # 198,0
Leave only exe <iden> from start menus # 198,0
fix js based <iden> logo # 198,0
Improve < UWP > indexing # 954 <version> WinJS based < UWP > <version> bug of <iden> : <link>. microsoft . com / VisualStudio / feedback / details / 1690879 / vs2015 - can not - auto - uninstall - universal - windows - appss - debug - item,0
add common known <iden>,0
fixup,0
Move <iden> menu and socre into <iden> model,0
fixup,0
Update < <iden> > . md,0
fixup,0
Check <iden> # 198,0
Better title and subtitle,0
Fix multi <iden> uwp <iden> # 198,0
fixup,0
fixup,0
Fix unicode in lnk dexcrption,0
<iden> linq everywhere 1 . <iden> linq <version> depth <version> # 257,0
Remove <iden> of shortcut icon again <version> GDI dependency <version> unused pinvoke define <version> <iden> of shortcut icon,0
fixup,0
disable file <iden> Filewatcher will only watch directory given by user , a bit useless . disable for now,0
Merge models,0
Add icon constant,0
Ignore broken cache # 783,0
rename,0
rename,0
rename,0
Fix can ' t find file exception caused by abnormal scale,0
Refactoring start menu <iden> <version> start menu <iden> <version> depth problems involved in last commit,0
Refactoring App Paths source,0
Remove <iden> from model,0
Remove enable property from model,0
Remove bonus points,0
Code refactoring # 198,0
Fix uwp background color / plated icon # 198,0
add missing dll,0
<method_name> ial <iden> for uwp app # 198 <version> <iden> , better than nothing . . . <version> great contribution from @ talynone 3 . # 198,0
Fixes issue # 846 IndexOutOfRangeException when reading empty icon from registry in <iden> plugin,0
fix typo preventing last PR from taking effect,0
added sqrt as calculator keyword too,0
added various keywords to calculator Added functions I commonly use on e . g . google calculator but were missed by parser . Specifically I added : e ( constant like pi ) tan , <iden> , and <iden> log and ln,0
update < zh - tw > locale strings for plugins ( # 898 ) * update < zh - tw > locale strings for plugins,0
update < zh - tw > locale strings,0
Change <iden> to <iden> ( # 887 ),0
Simple fixes ( # 871 ),0
fixed the origin root <iden> of web search plugin ICon images <iden> .,0
fixed # 881 could not normally display the Icon,0
Added german and danish language support,0
Providing User Agent for < Http > . <method_name> method ( # 874 ),0
Update < <iden> > . md,0
<iden> plugin : simple refactoring,0
<iden> plugin : remove lock lock is not needed since assignment is atomic,0
<iden> plugin : remove complicated inheritance,0
<iden> plugin : move files,0
simple refactoring,0
More exception info,0
Misc,0
Revert `` Remove first chance exception `` This reverts commit 4aa4d98c08f3bcc176bd3ac1b9b718ab98298ca<version> squirrel crash is not caused by this # 1320,0
error report windows won ' t crashs,0
Decouple runtime info and dependencies info,0
Add more <iden> check,0
Remove some useless code for error reporting,0
fix debug info,0
let it crash,0
Add build instruction,0
<iden> more <iden> dll,0
Ensure <iden> is Disposed # 1320,0
Remove first chance exception Remove first chance exception , it crash the app frequently when squirrel throw / catch exception internally .,0
update # 1266 help info,0
fix <iden> update error handling # 1266,0
Add default <iden>,0
add script into solution,0
fixup,0
Make the name same as post build event in vs,0
ignore < > more < > files,0
Clean solution items,0
Merge appveor < build > script and visual studio < build > script into one,0
fixup,0
Rewrite < <iden> > < build > script,0
misc,0
Use own update <iden> , so we can pass proxy # 1266,0
let it crash for http get,0
misc,0
Merge update logic # 1266,0
Add new <iden> popup,0
add local buil script,0
test,0
Misc,0
fix can ' t catch exception issue - Origin code can ' t catch exception in code , and all exceptions goes into first chance exception hanlding . - releated : # 1266 - <link>. com / a / 5383408 / 2833083 - <link>. microsoft . com / en - us / magazine / jj<version> ? f = 255 & MSPPError = - 2147217396,0
More exception info,0
update nuget <iden>,0
make the font list sorted ( # 1263 ) fix # 790,0
Update < <iden> > . md,0
Update < <iden> > . md,0
fixup,0
Update < <iden> > . md,0
Add coding style,0
Save more,0
Add more error handling , fix # 1252,0
Add <iden> <iden> . Add <iden> <iden> .,0
fixup,0
Don ' t <iden> / < <method_name> > / Dark . xaml,0
Fix # 1255,0
typo,0
Add universal pretty print method,0
more error handling for i18n,0
Update < <iden> > . md,0
fix # 1252 # 1251,0
fix # 1199 <iden> / <iden> for result list,0
update badges,0
fix mainwindow <iden> issue # 823 # 1172 thanks @ slav for <link>. com / Wox - launcher / Wox / pull / 960,0
misc,0
remove useless code,0
Completely rewrite <iden> load / update / <iden> <version> of # 468 <version> # 1245 , bug introduced in 7e1c77beddf2c978fa1440e799fec4eb9554739d,0
catch more json exception,0
click event will occur when <iden> is clicked and cause blur in center of <iden> window # 711,0
Fix unremoved <iden> bug # 711,0
remove blur when there is no blur in theme # 711,0
add note,0
null enhance,0
fixup 30dfad29f6100153247db4edb6753d8db5112888,0
Add last query mode # 1141 # 1050 <link>. com / Wox - launcher / Wox / issues / 1050 <link>. com / Wox - launcher / Wox / issues / 1141,0
<iden> existing broken file,0
add nonnull check,0
add issue link to comment,0
force <iden> <iden> <iden> <iden> <iden> # 858,0
change init order,0
Cache for <iden> <link>. com / Wox - launcher / Wox / issues / 1189,0
Move initia and save from < <iden> > to App,0
remove storage dependency from jsonstorage,0
fix null bug in 4c07698c99a1e30f441af5d2782a679c5ff68968,0
move constant into local scope,0
use proper plugin metadata,0
remove useless <iden> method,0
remove custom exception,0
Fixed typo in <iden>,0
unfied log format validation and log format <iden>,0
fixup,0
Rewrite all log <iden> <iden>,0
remove useless <iden> . close and more log,0
rename cache file,0
Use cache type directly instead of a new class , decouple binarystorage and storage,0
remove unused stop watcher,0
faster startup time for control panel plugin,0
fixup,0
genuine cache for program plugin,0
format,0
calculate score for addtional info,0
add pinyin cache for control panel plugin # 858,0
prefill pinyin cache for program plugin # 858,0
Add cache for <iden> query # 858,0
Simplified <iden> with <iden>,0
Fix post_build . ps1 script failing due to PS <iden>,0
Update <iden> plugin as System <iden> or User <iden>,0
Open URL in new <iden> browser,0
